arquivo,processo_numero,vara,comarca,magistrado_nome,magistrado_genero,magistrado_cargo,assinatura_datahora,assinatura_id_documento,decisao
00011380820138100029_000_10-09-2024_09-37-28_Sentença.html,0001138-08.2013.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,10/09/2024 09:37:28,128893524,IMPROCEDENTE
00011468120168100060_000_09-07-2025_01-06-13_Sentença.html,0001146-81.2016.8.10.0060,,TIMON,ELAILE SILVA CARVALHO,Feminino,Juíza de Direito,09/07/2025 01:06:12,153795927,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00011468120168100060_001_30-05-2025_09-17-13_Sentença.html,0001146-81.2016.8.10.0060,,TIMON,WELITON SOUSA CARVALHO,Masculino,Juiz de Direito,30/05/2025 09:17:13,149243137,
00011690320138100102_000_13-10-2025_09-52-54_Sentença.html,0001169-03.2013.8.10.0102,VARA ÚNICA,MONTES ALTOS,BRUNA ATHAYDE BARROS,Indeterminado,,13/10/2025 09:52:54,162670238,PROCEDENTE
"00011690320138100102_003_12-08-2024_22-22-25_Ata de audiência com despacho, decisão ou sentença.html",0001169-03.2013.8.10.0102,,Montes Altos,MYLLENNE SANDRA CAVALCANTE CALHEIROS DE MELO MOREIRA,Feminino,Juíza,12/08/2024 22:22:25,125570133,DEFIRO
00011921920158100056_001_12-03-2025_17-27-31_Sentença.html,,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,12/03/2025 17:27:30,143186704,IMPROCEDENTE
00012215820128100029_000_10-12-2024_14-24-15_Sentença.html,,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,10/12/2024 14:24:15,135020985,EXTINTO
00012500720108100053_000_08-06-2025_15-35-22_Sentença.html,0001250-07.2010.8.10.0053,1ª VARA,PORTO FRANCO,FRANCISCO BEZERRA SIMOES,Indeterminado,,08/06/2025 15:35:21,150538142,PROCEDENTE
00012518920108100053_000_23-07-2025_10-22-19_Sentença.html,,,,DEBORA JANSEN CASTRO TROVAO,Feminino,Juíza de Direito,23/07/2025 10:22:19,154678320,IMPROCEDENTE
00012906320188100067_000_23-06-2025_20-41-09_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,23/06/2025 20:41:09,152042227,IMPROCEDENTE
00012940320188100067_000_28-03-2025_14-30-52_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,28/03/2025 14:30:52,144784996,IMPROCEDENTE
00013104820168100027_000_09-06-2025_19-21-14_Sentença.html,,2ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Indeterminado,,09/06/2025 19:21:14,147842739,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00013312720168100026_000_25-04-2024_13-15-47_Sentença.html,,1ª VARA,BALSAS,HANIEL SOSTENIS RODRIGUES DA SILVA,Indeterminado,,25/04/2024 13:15:47,117704903,HOMOLOGO
00013434420188100067_001_04-04-2025_23-30-45_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,04/04/2025 23:30:45,145469340,IMPROCEDENTE
00013488820158100029_000_09-10-2025_09-41-57_Sentença.html,0001348-88.2015.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,09/10/2025 09:41:57,161822700,PROCEDENTE
00014030920178100081_000_08-05-2024_17-02-42_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,08/05/2024 17:02:42,118792039,PROCEDENTE
00014030920178100081_003_31-05-2022_16-49-03_Sentença.html,0001403-09.2017.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,31/05/2022 16:49:03,68166977,
00014285620168100081_000_07-06-2024_12-31-44_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,07/06/2024 12:31:44,121176925,PROCEDENTE
00014634720138100040_000_22-10-2025_15-02-56_Sentença.html,0001463-47.2013.8.10.0040,2ª VARA,IMPERATRIZ,FERDINANDO MARCO GOMES SEREJO SOUSA,Masculino,Juiz de Direito,22/10/2025 15:02:56,162426377,PROCEDENTE
"00014634720138100040_001_27-06-2025_08-59-36_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,Imperatriz,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,27/06/2025 08:59:35,152631670,
00015081220138100053_000_23-04-2025_10-51-11_Sentença.html,0001508-12.2013.8.10.0053,,,JOSANE ARAUJO FARIAS BRAGA,Feminino,Juíza,23/04/2025 10:51:11,146717633,
00015085920138100102_001_31-01-2024_16-35-42_Sentença.html,,VARA ÚNICA,MONTES ALTOS,GLENDER MALHEIROS GUIMARAES,Indeterminado,,31/01/2024 16:35:42,110977873,
"00015085920138100102_002_30-10-2022_10-14-45_Ata de audiência com despacho, decisão ou sentença.html",0001508-59.2013.8.10.0102,,Montes Altos,MYLLENNE SANDRA CAVALCANTE CALHEIROS DE MELO MOREIRA,Feminino,Juíza,30/10/2022 10:14:45,79293336,
00015284120148100029_000_09-09-2025_13-45-06_Sentença.html,0001528-41.2014.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,09/09/2025 13:45:06,158901347,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00015821920168100067_000_23-06-2025_20-38-02_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,23/06/2025 20:38:02,152054236,PROCEDENTE
00015830420168100067_000_14-10-2025_19-31-54_Sentença.html,.,,ANAJATUBA,BRENNO LIVIO BARBOSA BEZERRA,Masculino,Juiz de Direito,14/10/2025 19:31:54,162999999,PROCEDENTE
00016035820178100067_000_13-05-2024_21-00-15_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,13/05/2024 21:00:15,119124870,EXTINTO
00016456220158100040_000_07-08-2024_15-36-49_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,07/08/2024 15:36:49,125980270,
00017135020128100029_000_22-10-2025_16-19-26_Sentença.html,,,,FERDINANDO MARCO GOMES SEREJO SOUSA,Masculino,Juiz de Direito,22/10/2025 16:19:26,160840868,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00017143520128100029_000_30-05-2025_15-44-04_Sentença.html,0001714-35.2012.8.10.0029,,CAXIAS,MATHEUS COELHO MESQUITA,Masculino,Juiz de Direito,30/05/2025 15:44:04,150005254,EXTINTO
00018008920168100053_000_24-07-2025_21-15-47_Sentença.html,0001800-89.2016.8.10.0053,1ª VARA,PORTO FRANCO,THADEU DE MELO ALVES,Masculino,Juiz,24/07/2025 21:15:46,155465206,IMPROCEDENTE
00018759420178100053_000_24-07-2025_07-58-41_Sentença.html,0001875-94.2017.8.10.0053,1ª VARA,PORTO FRANCO,IVNA CRISTINA DE MELO FREIRE,Masculino,Juiz,24/07/2025 07:58:41,155431626,PROCEDENTE
00019181120148100029_003_27-08-2024_16-21-41_Sentença.html,0001918-11.2014.8.10.0029,,Caxias/MA,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,27/08/2024 16:21:41,127724075,PROCEDENTE
00019191220148100056_000_19-09-2024_17-31-53_Sentença.html,,2ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,19/09/2024 17:31:53,129852448,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00020049420148100024_002_31-07-2025_09-19-50_Sentença.html,0002004-94.2014.8.10.0024,1ª VARA,BACABAL,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Masculino,Juiz de Direito,31/07/2025 09:19:50,155949144,PROCEDENTE
00020193420128100024_000_07-08-2025_08-23-46_Sentença.html,,2ª Vara,,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Masculino,Juiz de Direito,07/08/2025 08:23:46,156645671,PROCEDENTE
"00020193420128100024_001_04-08-2025_10-21-32_Ata de audiência com despacho, decisão ou sentença.html",,,BACABAL,RAPHAEL DE JESUS SERRA RIBEIRO AMORIM,Indeterminado,,04/08/2025 10:21:32,156280645,
00021639720178100067_000_23-05-2025_15-08-33_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,23/05/2025 15:08:33,149543666,IMPROCEDENTE
00021864320178100067_000_10-02-2025_20-21-30_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,10/02/2025 20:21:30,140554240,IMPROCEDENTE
00022972720178100067_000_07-02-2025_23-46-30_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,07/02/2025 23:46:30,140457723,IMPROCEDENTE
00023011420148100053_000_27-04-2025_10-58-12_Sentença.html,,,,RAPHAEL LEITE GUEDES,Masculino,Juiz de Direito,27/04/2025 10:58:12,147114641,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00023169320168100026_000_23-04-2025_08-30-13_Sentença.html,0002316-93.2016.8.10.0026,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,23/04/2025 08:30:13,146730016,
00024139320168100026_001_19-08-2024_23-53-30_Sentença.html,,2ª Vara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,19/08/2024 23:53:30,127077647,IMPROCEDENTE
00024139320168100026_004_13-04-2023_10-27-31_Ata da Audiência.html,0001101-58.2011.10.0026,2ª Vara,Balsas,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,13/04/2023 10:27:31,89791851,
00024277720168100026_000_01-06-2024_08-03-54_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,01/06/2024 08:03:54,120659432,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00026494220168100027_000_20-08-2024_15-33-24_Sentença.html,0002649-42.2016.8.10.0027,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Indeterminado,,20/08/2024 15:33:24,127106972,
00026494220168100027_001_11-03-2024_15-28-14_Sentença.html,2649-42.2016.8.10.0027,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz de Direito,11/03/2024 15:28:14,113967391,
00027152220128100040_002_15-09-2025_11-57-25_Sentença.html,0002715-22.2012.8.10.0040,,Imperatriz,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,15/09/2025 11:57:24,160254935,PROCEDENTE
00027185920178100053_001_24-03-2025_17-06-03_Sentença.html,0002718-59.2017.8.10.0053,,,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,24/03/2025 17:06:03,144254563,IMPROCEDENTE
00028162520138100040_001_07-02-2024_14-01-37_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,07/02/2024 14:01:37,111600441,EXTINTO
00029336920168100053_000_21-05-2025_16-37-36_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,21/05/2025 16:37:36,149238033,
00029372820158100058_000_10-06-2024_18-17-47_Sentença.html,0002937-28.2015.8.10.0058,1ª VARA,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,10/06/2024 18:17:47,120890759,EXTINTO
00030088320168100029_000_05-05-2025_17-10-19_Sentença.html,0003008-83.2016.8.10.0029,1ª VARA,CAXIAS,THADEU DE MELO ALVES,Masculino,Juiz de Direito,05/05/2025 17:10:19,147673151,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00030088320168100029_001_06-05-2024_07-49-44_Sentença.html,0003008-83.2016.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz,06/05/2024 07:49:44,117552119,
00030088320168100029_003_05-10-2020_22-27-07_Sentença.html,,1ª VARA,CAXIAS,SIDARTA GAUTAMA FARIAS MARANHAO,Masculino,Juiz de Direito,05/10/2020 22:27:07,36401542,
00030314320138100026_000_22-07-2024_15-02-36_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,22/07/2024 15:02:36,123838994,
00031743320138100058_007_07-09-2024_16-21-22_Sentença.html,0003174-33.2013.8.10.0058,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,07/09/2024 16:21:22,128565552,PROCEDENTE
"00031743320138100058_008_07-06-2024_23-36-18_Ata de audiência com despacho, decisão ou sentença.html",0003174-33.2013.8.10.0058,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,07/06/2024 23:36:18,121233582,
00032151920158100029_002_08-06-2025_14-06-21_Sentença.html,,,CAXIAS,RAQUEL ARAUJO CASTRO TELES DE MENEZES,Feminino,Juíza,08/06/2025 14:06:21,150426254,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00032552520068100026_000_22-05-2025_08-30-25_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,22/05/2025 08:30:25,149373357,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00032552520068100026_007_17-03-2023_09-51-13_Ata da Audiência.html,,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,17/03/2023 09:51:12,87670372,
00033737920128100029_000_18-07-2025_09-06-09_Sentença.html,0003373-79.2012.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,18/07/2025 09:06:09,154773055,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00036966420108100026_009_18-08-2024_09-21-11_Despacho.html,,2ª Vara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,18/08/2024 09:21:11,126938167,IMPROCEDENTE
"00036966420108100026_011_06-12-2022_16-31-06_Ata de audiência com despacho, decisão ou sentença.html",0002199-44.2012.8.10.0026,2ª  Vara,Balsas - MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,06/12/2022 16:31:06,81855786,DEFIRO
00037180720158100040_000_19-11-2025_13-29-02_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,19/11/2025 13:29:02,166304312,PROCEDENTE
00037180720158100040_002_11-06-2025_16-37-47_Despacho.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,11/06/2025 16:37:47,151326741,PROCEDENTE
00037533420148100029_000_20-02-2024_11-56-58_Sentença.html,0003753-34.2014.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz,20/02/2024 11:56:58,103624846,PROCEDENTE
00039040520118100029_000_27-11-2024_16-42-23_Sentença.html,0003904-05.2011.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,27/11/2024 16:42:23,135603238,EXTINTO SEM RESOLUÇÃO DE MÉRITO
00039046320158100029_000_09-09-2024_19-06-03_Sentença.html,0003904-63.2015.8.10.0029,,Caxias - MA,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,09/09/2024 19:06:03,128784230,IMPROCEDENTE
00039450620108100029_000_22-01-2025_10-21-39_Sentença.html,,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,22/01/2025 10:21:38,138293708,EXTINTO
00041292120178100027_000_18-08-2025_15-07-45_Sentença.html,,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Indeterminado,,18/08/2025 15:07:45,157541554,PROCEDENTE
"00041292120178100027_002_05-12-2024_11-44-24_Ata de audiência com despacho, decisão ou sentença.html",,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz,05/12/2024 11:44:24,136349509,
"00041292120178100027_005_12-07-2024_14-26-06_Ata de audiência com despacho, decisão ou sentença.html",0004129-21.2017.8.10.0027,1ª VARA,BARRA DO CORDA,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz,12/07/2024 14:26:06,124041553,
"00041292120178100027_008_10-08-2023_13-56-59_Ata de audiência com despacho, decisão ou sentença.html",0004129-21.2017.8.10.0027,1ª VARA,,JOAO VINICIUS AGUIAR DOS SANTOS,Masculino,Juiz,10/08/2023 13:56:59,98866823,
00047283320088100040_001_19-08-2025_11-32-41_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,19/08/2025 11:32:41,157335693,
00050293320158100040_000_25-06-2025_10-49-21_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,25/06/2025 10:49:20,152383905,HOMOLOGO
00050366220178100102_000_09-07-2025_13-37-32_Sentença.html,0005036-62.2017.8.10.0102,VARA ÚNICA,MONTES ALTOS,THADEU DE MELO ALVES,Masculino,Juiz de Direito,09/07/2025 13:37:32,154004778,EXTINTO SEM RESOLUÇÃO DE MÉRITO
"00050366220178100102_001_13-08-2024_20-54-54_Ata de audiência com despacho, decisão ou sentença.html",0005036-62.2017.8.10.0102,,Montes Altos,MYLLENNE SANDRA CAVALCANTE CALHEIROS DE MELO MOREIRA,Feminino,Juíza,13/08/2024 20:54:54,126279723,
00053316220158100040_000_03-10-2024_12-04-52_Sentença.html,,2ª Vara,,ADOLFO PIRES DA FONSECA NETO,Masculino,Juiz,03/10/2024 12:04:52,131040296,PROCEDENTE
00054453920128100029_000_28-08-2024_14-56-49_Sentença.html,0005445-39.2012.8.10.0029,,Caxias - Ma,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,28/08/2024 14:56:48,127829696,PROCEDENTE
00061726120138100029_000_22-10-2025_10-50-14_Sentença.html,,,CAXIAS,FERDINANDO MARCO GOMES SEREJO SOUSA,Masculino,Juiz de Direito,22/10/2025 10:50:13,162168760,PROCEDENTE
00063671320138100040_001_08-05-2024_11-22-07_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,08/05/2024 11:22:07,118733981,
"00063671320138100040_002_26-04-2024_11-46-33_Ata de audiência com despacho, decisão ou sentença.html",0006367-13.2013.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,26/04/2024 11:46:33,117852686,
00067961420128100040_000_26-01-2024_18-00-33_Sentença.html,0006796-14.2012.8.10.0040,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,26/01/2024 18:00:33,110695209,EXTINTO
00070488520108100040_000_12-02-2025_12-11-22_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,12/02/2025 12:11:21,140991288,
00078882220158100040_000_17-07-2024_15-58-04_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,17/07/2024 15:58:04,124423073,
00080325920168100040_000_22-11-2024_13-53-35_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,22/11/2024 13:53:35,135244807,EXTINTO
00080530620148100040_000_09-09-2024_15-46-51_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz,09/09/2024 15:46:51,128796203,
00081532420158100040_000_06-03-2025_13-22-39_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,06/03/2025 13:22:39,142579414,EXTINTO
00083467320148100040_001_03-06-2024_10-22-38_Sentença.html,,4ª VARA,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz de Direito,03/06/2024 10:22:38,120505967,
"00083467320148100040_002_21-05-2024_12-20-20_Ata de audiência com despacho, decisão ou sentença.html",0008346-73.2014.8.10.0040,4ª Vara,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,21/05/2024 12:20:18,119807042,DEFIRO
00083934720148100040_000_08-02-2024_11-40-35_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,08/02/2024 11:40:35,111707390,EXTINTO
00094200220138100040_000_06-06-2024_12-26-05_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,06/06/2024 12:26:05,120307383,
"00094200220138100040_001_24-05-2024_11-44-37_Ata de audiência com despacho, decisão ou sentença.html",0009420-02.2013.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,24/05/2024 11:44:36,120135540,DEFIRO
00111631320148100040_000_14-07-2025_12-30-18_Sentença.html,,,IMPERATRIZ,CLAUDILENE MORAIS DE OLIVEIRA,Masculino,JUIZ,14/07/2025 12:30:17,154409465,HOMOLOGO
00111631320148100040_002_13-04-2023_16-18-15_Sentença.html,,,IMPERATRIZ,THIAGO HENRIQUE OLIVEIRA DE AVILA,Masculino,Juiz,13/04/2023 16:18:15,89669100,
00119036820148100040_002_07-03-2024_15-32-25_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,07/03/2024 15:32:25,113879180,PROCEDENTE
00128967720158100040_001_06-06-2024_13-30-19_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,06/06/2024 13:30:19,120452142,DEFIRO
"00128967720158100040_002_19-04-2024_12-33-46_Ata de audiência com despacho, decisão ou sentença.html",0012896-77.2015.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,19/04/2024 12:33:46,117288548,
00133598720138100040_000_08-05-2024_12-11-56_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,08/05/2024 12:11:56,118747648,
"00133598720138100040_001_24-04-2024_12-13-24_Ata de audiência com despacho, decisão ou sentença.html",0013359-87.2013.8.10.0040,4ª Vara,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,24/04/2024 12:13:24,117538585,
00146557620158100040_000_16-02-2024_11-35-47_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,16/02/2024 11:35:47,112094733,
00146566120158100040_000_28-08-2024_14-58-01_Sentença.html,0014656-61.2015.8.10.0040,,,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,28/08/2024 14:58:01,127821582,
00146574620158100040_000_05-06-2025_11-47-18_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,05/06/2025 11:47:17,150724824,DEFIRO
00146583120158100040_000_21-01-2025_10-25-19_Sentença.html,,2ª Vara,,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,21/01/2025 10:25:19,138830461,
"00146583120158100040_005_23-10-2023_11-31-18_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,Imperatriz,EILSON SANTOS DA SILVA,Masculino,Juiz de Direito,23/10/2023 11:31:18,104516698,
08000100620238100081_000_26-02-2024_08-52-30_Sentença.html,0800010-06.2023.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,26/02/2024 08:52:30,112885153,EXTINTO
08000297420188100117_000_13-06-2024_09-05-52_Sentença.html,0800029-74.2018.8.10.0117,Vara Única,Magalhães de Almeida,MURYELLE TAVARES LEITE GONCALVES,Feminino,Juíza de direito,13/06/2024 09:05:52,121237987,
"08000297420188100117_001_22-02-2024_14-11-05_Ata de audiência com despacho, decisão ou sentença.html",0800029-74.2018.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,22/02/2024 14:11:05,112692958,
08000403320208100053_001_26-05-2025_17-35-16_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,26/05/2025 17:35:16,149264635,PROCEDENTE
08000474220178100049_001_17-09-2024_16-51-22_Sentença.html,0800047-42.2017.8.10.0049,,,ANGELO ANTONIO ALENCAR DOS SANTOS,Masculino,Juiz de Direito,17/09/2024 16:51:22,129539713,PROCEDENTE
"08000474220178100049_002_12-06-2024_13-19-19_Ata de audiência com despacho, decisão ou sentença.html",,,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,12/06/2024 13:19:19,121582099,DEFIRO
08000578520248100067_000_23-09-2025_19-00-19_Sentença.html,,,ANAJATUBA,BRENNO LIVIO BARBOSA BEZERRA,Masculino,Juiz de Direito,23/09/2025 19:00:19,157091350,
08000682720188100067_001_09-05-2025_23-59-09_Sentença.html,0800068-27.2018.8.10.0067,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,09/05/2025 23:59:09,147899669,IMPROCEDENTE
08001054620198100026_000_17-08-2024_20-42-43_Sentença.html,,2ª Vara,Balsas-MA,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz,17/08/2024 20:42:42,126936592,PROCEDENTE
08001065220208100040_000_30-08-2024_09-58-59_Sentença.html,,2ª Vara,Imperatriz,ADOLFO PIRES DA FONSECA NETO,Masculino,Juiz,30/08/2024 09:58:59,127933274,PROCEDENTE
08001201620188100037_000_18-12-2024_15-20-33_Sentença.html,,,,FERDINANDO MARCO GOMES SEREJO SOUSA,Masculino,Juiz de Direito,18/12/2024 15:20:32,136498690,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08001227720208100081_000_23-08-2024_08-18-41_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,23/08/2024 08:18:41,127383609,PROCEDENTE
08001240720248100049_000_25-11-2025_14-28-48_Sentença.html,0800124-07.2024.8.10.0049,,,JOAO PEREIRA NETO,Masculino,Juiz,25/11/2025 14:28:48,165807737,
08001240720248100049_001_13-08-2025_08-48-25_Sentença.html,,2ª Vara,,JOSE RIBAMAR SERRA,Masculino,Juiz de Direito,13/08/2025 08:48:25,156167519,PROCEDENTE
08001240720248100049_002_24-07-2024_15-02-37_Ata de audiência no CEJUSC.html,0800124-07.2024.8.10.0049,,,DANIELLE PINHEIRO GUEDES SILVA,Indeterminado,,24/07/2024 15:02:36,124674070,
08001240720248100049_004_05-06-2024_11-36-50_Ata de audiência no CEJUSC.html,.,,,POLYANA SILVA OLIVEIRA,Indeterminado,,05/06/2024 11:36:50,120963989,
08001517120218100056_000_22-09-2025_16-18-06_Sentença.html,,1ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,22/09/2025 16:18:06,161000320,
"08001517120218100056_001_03-09-2025_09-08-28_Ata de audiência com despacho, decisão ou sentença.html",,1ª VARA,Santa Inês,IVNA CRISTINA DE MELO FREIRE,Indeterminado,,03/09/2025 09:08:28,159129210,DEFIRO
